"117 06TH ST,San Francisco HIV Prevention Project,06TH ST,1,2,SW,UK,2002,""06TH ST (37.78085700, -122.40805600)"""
"117 06TH ST,San Francisco HIV Prevention Project,06TH ST,1,2,SW,UK,2002,""06TH ST (37.78085700, -122.40805600)"""
"1200 IRVING ST,Andronico's Market,IRVING,1,2,SW,UK,2002,""IRVING (37.76434900, -122.47116800)"""
"1201 OCEAN AVE,McDonald's,OCEAN,1,2,SW,UK,2002,""OCEAN (37.72344700, -122.45550900)"""
"1231 MARKET ST,Hotel Whitcomb,MARKET,1,2,SW,UK,2002,""MARKET (37.77794700, -122.41479100)"""
"1235 MISSION ST,multiple,MISSION,1,2,SW,UK,2002,""MISSION (37.77666033, -122.41352140)"""
"130 SUTTER ST,multiple,SUTTER,1,2,SW,UK,2002,""SUTTER (37.79023700, -122.40304000)"""
"1318 07TH AVE,Impact Training,07TH AVE,1,2,SW,UK,2002,""07TH AVE (37.76373000, -122.46381500)"""
"1318 07TH AVE,Impact Training,07TH AVE,1,2,SW,UK,2002,""07TH AVE (37.76373000, -122.46381500)"""
"1320 07TH AVE,UK,07TH AVE,1,2,SW,UK,2002,""07TH AVE (37.76373000, -122.46381500)"""
"1320 07TH AVE,UK,07TH AVE,1,2,SW,UK,2002,""07TH AVE (37.76373000, -122.46381500)"""
"1340 09TH AVE,Oriental Art Gallery,09TH AVE,1,2,SW,UK,2002,""09TH AVE (37.76329300, -122.46593000)"""
"1340 09TH AVE,Oriental Art Gallery,09TH AVE,1,2,SW,UK,2002,""09TH AVE (37.76329300, -122.46593000)"""
"1395 MENDELL ST,Joe Lee Rec Ctr,MENDELL,1,2,SW,UK,2002,""MENDELL (37.73438400, -122.38912700)"""
"1395 MENDELL ST,Joe Lee Rec Ctr,MENDELL,1,2,SW,UK,2002,""MENDELL (37.73438400, -122.38912700)"""
"145 09TH ST,UK,09TH ST,1,2,SW,UK,2002,""09TH ST (37.77585800, -122.41382600)"""
"145 09TH ST,UK,09TH ST,1,2,SW,UK,2002,""09TH ST (37.77585800, -122.41382600)"""
"1455 MARKET ST,McDonald's / Gracie's Cafe,MARKET,1,2,SW,UK,2002,""MARKET (37.77522800, -122.41746600)"""
"2043 FILLMORE ST,La Boulange Cafe & Bakery,FILLMORE,1,2,SW,UK,2002,""FILLMORE (37.78846600, -122.43400800)"""
"2238 GEARY BLVD,Kaiser,GEARY,1,2,SW,UK,2002,""GEARY (37.78351200, -122.44062600)"""
"2275 MARKET ST,UK,MARKET,1,2,SW,UK,2002,""MARKET (37.76455500, -122.43206200)"""
"2282 MARKET ST,UK,MARKET,1,2,SW,UK,2002,""MARKET (37.76489000, -122.43282700)"""
"2282 MARKET ST,UK,MARKET,1,2,SW,UK,2002,""MARKET (37.76489000, -122.43282700)"""
"2301 FOLSOM ST,""Homestead, The"",19TH ST,1,2,SW,UK,2002,""19TH ST (37.76039600, -122.41451600)"""
"2496 03RD ST,Dogpatch Saloon,22ND ST,1,2,SW,UK,2002,""22ND ST (37.75815494, -122.38856125)"""
"301 08TH ST,Prelinger Library,08TH ST,1,2,SW,UK,2002,""08TH ST (37.77497600, -122.40938600)"""
"301 08TH ST,Prelinger Library,08TH ST,1,2,SW,UK,2002,""08TH ST (37.77497600, -122.40938600)"""
"3083 16TH ST,Al Harmi Indian and Pakistani Restaurant,16TH ST,1,2,SW,UK,2002,""16TH ST (37.76468200, -122.42132800)"""
"3083 16TH ST,Al Harmi Indian and Pakistani Restaurant,16TH ST,1,2,SW,UK,2002,""16TH ST (37.76468200, -122.42132800)"""
"3150 18TH ST,Treat Street Bicycle Works,18TH ST,1,2,SW,UK,2002,""18TH ST (37.76269900, -122.41425600)"""
"3180 18TH ST,Pioneer Building,18TH ST,1,2,SW,UK,2002,""18TH ST (37.76238500, -122.41460100)"""
"333 MARKET ST,Buchalter,MARKET,1,2,SW,UK,2002,""MARKET (37.79177800, -122.39751700)"""
"3409 24TH ST,Papalote,24TH ST,1,2,SW,UK,2002,""24TH ST (37.75194000, -122.42094300)"""
"3409 24TH ST,Papalote Mexican Grill,24TH ST,1,2,SW,UK,2002,""24TH ST (37.75194000, -122.42094300)"""
"351 09TH AVE,Richmond Library Branch,09TH AVE,1,2,SW,UK,2002,""09TH AVE (37.78186100, -122.46803900)"""
"398 12TH ST,Eagle Tavern,12TH ST,1,2,SW,UK,2002,""12TH ST (37.76998200, -122.41342000)"""
"401 CLEMENT ST,Toy Boat Dessert Cafe,CLEMENT,1,2,SW,UK,2002,""CLEMENT (37.78274200, -122.46351200)"""
"4304 18TH ST,US Post Office,DIAMOND,1,2,SW,UK,2002,""DIAMOND (37.76093500, -122.43740500)"""
"445 CHURCH ST,Children's Council of San Francisco,CHURCH,1,2,SW,UK,2002,""CHURCH (37.76375400, -122.42820500)"""
"445 CHURCH ST,Children's Council of San Francisco,CHURCH,1,2,SW,UK,2002,""CHURCH (37.76375400, -122.42820500)"""
"448 CORTLAND AVE,Good Life Grocery,CORTLAND,1,2,SW,UK,2002,""CORTLAND (37.73889300, -122.41671800)"""
"500 04TH ST,UK,04TH ST,1,2,SW,UK,2002,""04TH ST (37.77929300, -122.39813100)"""
"500 DE HARO ST,St Gregory's Church,DE HARO,1,2,SW,UK,2002,""DE HARO (37.76335050, -122.40177521)"""
"500 DE HARO ST,St. Gregory's,DE HARO,1,2,SW,UK,2002,""DE HARO (37.76335100, -122.40177500)"""
"522 JONES ST,UK,JONES,1,2,SW,UK,2002,""JONES (37.78606899, -122.41283565)"""
"555 02ND ST,Nova Bar and Restaurant,02ND ST,1,2,SW,UK,2002,""02ND ST (37.78255600, -122.39255900)"""
"560 03RD ST,UK,03RD ST,1,2,SW,UK,2002,""03RD ST (37.78041100, -122.39509500)"""
"577 02ND ST,UK,02ND ST,1,2,SW,UK,2002,""02ND ST (37.78226300, -122.39214300)"""
"625 DOUGLASS ST,Alvarado Elementary School,DOUGLASS,3,6,SW,UK,2002,""DOUGLASS (37.75368200, -122.43819300)"""
"65 09TH ST,UK,09TH ST,1,2,SW,UK,2002,""09TH ST (37.77677000, -122.41494800)"""
"699 08TH ST,UK,08TH ST,1,2,SW,UK,2002,""08TH ST (37.77102200, -122.40354600)"""
"700 HAIGHT ST,UK,HAIGHT,1,2,SW,UK,2002,""HAIGHT (37.77187900, -122.43394500)"""
"700 HAIGHT ST,UK,HAIGHT,1,2,SW,UK,2002,""HAIGHT (37.77187900, -122.43394500)"""
"701 BAY SHORE BLVD,San Francisco Antique and Design,BAYSHORE,1,2,SW,UK,2002,""BAYSHORE (37.73597064, -122.40613868)"""
"720 COLUMBUS AVE,North Beach Citizens,COLUMBUS,1,2,SW,UK,2002,""COLUMBUS (37.80175200, -122.41185100)"""
"734 BRYANT ST,Fight and Fitness Inc,BRYANT,1,2,SW,UK,2002,""BRYANT (37.77737700, -122.40125600)"""
"780 STANYAN ST,Yoga Tree,STANYAN,1,2,SW,UK,2002,""STANYAN (37.76778300, -122.45288200)"""
"79 NEW MONTGOMERY ST,Academy of Art University,NEW MONTGOMERY,1,2,SW,UK,2002,""NEW MONTGOMERY (37.78789000, -122.40053500)"""
"806 SOUTH VAN NESS AVE,Bender's Bar and Grill,S VAN NESS,1,2,SW,UK,2002,""S VAN NESS (37.76019900, -122.41727900)"""
"85 02ND ST,UK,02ND ST,1,2,SW,UK,2002,""02ND ST (37.78845700, -122.39988400)"""
"850 BRYANT ST,SFPD Southern Station,BRYANT,1,2,SW,UK,2002,""BRYANT (37.77539800, -122.40438900)"""
"865 MARKET ST,Westfield Centre,MARKET,2,4,SW,UK,2002,""MARKET (37.78394700, -122.40715800)"""
"901 MARKET ST,Marshall's / Sports Basement / Stantec / multiple,MARKET,1,2,SW,UK,2002,""MARKET (37.78347000, -122.40804100)"""
"None,UK,CHANNEL,12,12,SW,UK,2002,""CHANNEL (37.77052985, -122.39740712)"""
"100 CARL ST,Crepes on Cole,CARL,1,2,SW,UK,2002,""CARL (37.76590000, -122.45027500)"""
"100 CHENERY ST,Chenery Market,CHENERY,1,2,SW,UK,2002,""CHENERY (37.73967800, -122.42581900)"""
"1017 MARKET ST,UK,MARKET,1,2,SW,UK,2002,""MARKET (37.78156100, -122.41041800)"""
"105 WEST PORTAL AVE,Natural Beauty Salon,WEST PORTAL,1,2,SW,UK,2002,""WEST PORTAL (37.73944700, -122.46683600)"""
"1050 MCALLISTER ST,Ella Hill Hutch Communtiy Center,MCALLISTER,1,2,SW,UK,2002,""MCALLISTER (37.77942100, -122.42932100)"""
"1051 OCEAN AVE,Beeps Burgers,LEE,1,2,SW,UK,2002,""LEE (37.72316600, -122.45390900)"""
"1052 MARKET ST,Social Imprints,MARKET,1,2,SW,UK,2002,""MARKET (37.78188300, -122.41132300)"""
"106 WEST PORTAL AVE,Charles Schwab,WEST PORTAL,1,2,SW,UK,2002,""WEST PORTAL (37.73969800, -122.46748000)"""
"1062 VALENCIA ST,The Marsh,VALENCIA,1,2,SW,UK,2002,""VALENCIA (37.75578900, -122.42130300)"""
"1077 VALENCIA ST,Valencia Cyclery (Sales),VALENCIA,1,2,SW,UK,2002,""VALENCIA (37.75577619, -122.42062889)"""
"1085 VALENCIA ST,The Lotus Center,VALENCIA,1,2,SW,UK,2002,""VALENCIA (37.75564965, -122.42063839)"""
"1099 FILLMORE ST,El Bethel Terrace,FILLMORE,1,2,SW,UK,2002,""FILLMORE (37.77923400, -122.43229500)"""
"1101 TARAVAL ST,French Bakery,TARAVAL,1,2,SW,UK,2002,""TARAVAL (37.74278600, -122.47815100)"""
"1109 VALENCIA ST,UK,VALENCIA,1,2,SW,UK,2002,""VALENCIA (37.75515800, -122.42065300)"""
"111 ELLIS ST,Rasputin Music,ELLIS,1,2,SW,UK,2002,""ELLIS (37.78530600, -122.40806700)"""
"1112 IRVING ST,Mai Ling Hair Salon,IRVING,1,2,SW,UK,2002,""IRVING (37.76402600, -122.46991700)"""
"1200 ARGUELLO BLVD,Sivananda Yoga Vedanta Center?,ARGUELLO,1,2,SW,UK,2002,""ARGUELLO (37.76567400, -122.45744200)"""
"1200 TARAVAL ST,Parkside Public Library,TARAVAL,1,2,SW,UK,2002,""TARAVAL (37.74379500, -122.48004300)"""
"1200 VERMONT ST,Uni's Deli,VERMONT,1,2,SW,UK,2002,""VERMONT (37.75425000, -122.40368400)"""
"1201 GUERRERO ST,Watermelon Sugar Salon,GUERRERO,1,2,SW,UK,2002,""GUERRERO (37.75183600, -122.42262000)"""
"1201 TARAVAL ST,Walgreens,TARAVAL,1,2,SW,UK,2002,""TARAVAL (37.74265200, -122.47910800)"""
"1210 09TH AVE,T-Mobile,09TH AVE,1,2,SW,UK,2002,""09TH AVE (37.76567100, -122.46619100)"""
"122 10TH ST,Compassion and Care Center,10TH ST,1,2,SW,UK,2002,""10TH ST (37.77476400, -122.41575300)"""
"1247 09TH AVE,Sunset Gym,09TH AVE,1,2,SW,UK,2002,""09TH AVE (37.76506300, -122.46671200)"""
"1256 MARKET ST,Wells Fargo/Munch Haven,MARKET,1,2,SW,UK,2002,""MARKET (37.77830200, -122.41605600)"""
"126 ELLIS ST,Infusion Lounge,ELLIS,1,2,SW,UK,2002,""ELLIS (37.78548300, -122.40830000)"""
"1300 FULTON ST,Cafe Abir,FULTON,1,2,SW,UK,2002,""FULTON (37.77699300, -122.43842900)"""
"1331 09TH AVE,Arizmendi Bakery,09TH AVE,1,2,SW,UK,2002,""09TH AVE (37.76340100, -122.46659600)"""
"1342 IRVING ST,Europa Express,IRVING,1,2,SW,UK,2002,""IRVING (37.76399500, -122.47243800)"""
"1401 BAKER ST,Karen Y Uchiyama Law Offices,BAKER,1,2,SW,UK,2002,""BAKER (37.78410000, -122.44324400)"""
"1412 MARKET ST,New Central Hotel & Hostel,MARKET,1,2,SW,UK,2002,""MARKET (37.77633000, -122.41821800)"""
"1419 HAIGHT ST,The Red Victorian,HAIGHT,1,2,SW,UK,2002,""HAIGHT (37.76998800, -122.44565000)"""
"1428 HAIGHT ST,Squat & Gobble,HAIGHT,1,2,SW,UK,2002,""HAIGHT (37.77036600, -122.44596600)"""
"1431 CASTRO ST,Video Wave,CASTRO,1,2,SW,UK,2002,""CASTRO (37.75007900, -122.43374000)"""
"145 BOSWORTH ST,New Bosworth Market,BOSWORTH,1,2,SW,UK,2002,""BOSWORTH (37.73327200, -122.42835400)"""
"1453 18TH ST,Chez Maman,18TH ST,1,2,SW,UK,2002,""18TH ST (37.76234600, -122.39716300)"""
"15 TERESITA BLVD,Pro Dental Care,TERESITA,1,2,SW,UK,2002,""TERESITA (37.74504500, -122.45173400)"""
"1500 SOUTH VAN NESS AVE,My Corner Cafe Inc?,S VAN NESS,1,2,SW,UK,2002,""S VAN NESS (37.74892200, -122.41611800)"""
"1508 CHURCH ST,UK,CHURCH,1,2,SW,UK,2002,""CHURCH (37.74660700, -122.42722800)"""
"1517 PINE ST,UK,PINE,1,2,SW,UK,2002,""PINE (37.78939500, -122.42075700)"""
"152 CLEMENT ST,CitiKids,CLEMENT,1,2,SW,UK,2002,""CLEMENT (37.78335000, -122.46104900)"""
"155 WINSTON DR,Merced Public Library,WINSTON,1,2,SW,UK,2002,""WINSTON (37.72659000, -122.47448900)"""
"1551 DOLORES ST,Noeteca,DOLORES,1,2,SW,UK,2002,""DOLORES (37.74453600, -122.42407100)"""
"1580 VALENCIA ST,UK,VALENCIA,1,2,SW,UK,2002,""VALENCIA (37.74756000, -122.42057600)"""
"1600 DOLORES ST,O'Greenbergs,DOLORES,1,2,SW,UK,2002,""DOLORES (37.74367500, -122.42471200)"""
"1601 20TH ST,Dave's Food Store,20TH ST,1,2,SW,UK,2002,""20TH ST (37.75976449, -122.39741163)"""
"1601 ALEMANY BLVD,Peter Kascant DDS,ALEMANY,1,2,SW,UK,2002,""ALEMANY (37.72643100, -122.43586400)"""
"1605 POLK ST,Royal Grounds Coffee,POLK,1,2,SW,UK,2002,""POLK (37.79165800, -122.42112000)"""
"1621 HAIGHT ST,Dr. Martens,HAIGHT,1,2,SW,UK,2002,""HAIGHT (37.76955000, -122.44894700)"""
"1630 OCEAN AVE,Walgreens,OCEAN,2,4,SW,UK,2002,""OCEAN (37.72484800, -122.45964800)"""
"1635 MARKET ST,UK,MARKET,1,2,SW,UK,2002,""MARKET (37.77385400, -122.42084300)"""
"1640 HAIGHT ST,Bia's Restaurant and Wine Bar,HAIGHT,1,2,SW,UK,2002,""HAIGHT (37.76998800, -122.44933400)"""
"1650 VALENCIA ST,medical building,VALENCIA,1,2,SW,UK,2002,""VALENCIA (37.74615700, -122.42032800)"""
"1655 BRYANT ST,UPSP,BRYANT,1,2,SW,UK,2002,""BRYANT (37.76647800, -122.41040500)"""
"1720 MARKET ST,VACANT (was: The Happiness Institute),MARKET,1,2,SW,UK,2002,""MARKET (37.77254418, -122.42310203)"""
"1722 TARAVAL ST,Greenhouse Cafe,TARAVAL,1,2,SW,UK,2002,""TARAVAL (37.74290200, -122.48468800)"""
"1724 FILLMORE ST,Citrine Salon,FILLMORE,1,2,SW,UK,2002,""FILLMORE (37.78562100, -122.43289500)"""
"1725 POLK ST,Miller's East Coast Deli,POLK,1,2,SW,UK,2002,""POLK (37.79273400, -122.42146000)"""
"1744 CLEMENT ST,88 Laundromat & Cleaners,CLEMENT,1,2,SW,UK,2002,""CLEMENT (37.78253000, -122.47818900)"""
"1749 POLK ST,""Crepe House, The"",POLK,1,2,SW,UK,2002,""POLK (37.79303800, -122.42138100)"""
"1773 HAIGHT ST,Elite Sports,HAIGHT,1,2,SW,UK,2002,""HAIGHT (37.76920700, -122.45137000)"""
"1776 MISSION ST,Mr. Scooter,MISSION,1,2,SW,UK,2002,""MISSION (37.76868200, -122.42033500)"""
"1790 SUTTER ST,Super Mira,SUTTER,1,2,SW,UK,2002,""SUTTER (37.78673600, -122.42978300)"""
"180 POST ST,The North Face,POST,1,2,SW,UK,2002,""POST (37.78893900, -122.40493900)"""
"1800 MCALLISTER ST,McBaker Grocery/Liquor,MCALLISTER,1,2,SW,UK,2002,""MCALLISTER (37.77747422, -122.44204280)"""
"1813 FULTON ST,Bistro Gambrinus,FULTON,1,2,SW,UK,2002,""FULTON (37.77559800, -122.44678000)"""
"1821 HAIGHT ST,The Nightbreak,HAIGHT,1,2,SW,UK,2002,""HAIGHT (37.76903500, -122.45230600)"""
"1821 SACRAMENTO ST,Alcholics Anonymous,SACRAMENTO,1,2,SW,UK,2002,""SACRAMENTO (37.79081700, -122.42299500)"""
"1825 MARKET ST,Get Lost Travel Books,MARKET,1,2,SW,UK,2002,""MARKET (37.77107600, -122.42405300)"""
"1841 POLK ST,Radio Shack,POLK,1,2,SW,UK,2002,""POLK (37.79383600, -122.42164900)"""
"1870 FILLMORE ST,Wine Jar,FILLMORE,1,2,SW,UK,2002,""FILLMORE (37.78658977, -122.43307745)"""
"1900 GEARY BLVD,Hamilton Recreation Center,GEARY,1,2,SW,UK,2002,""GEARY (37.78437800, -122.43632200)"""
"1900 POLK ST,Bell Tower,POLK,1,2,SW,UK,2002,""POLK (37.79433900, -122.42124000)"""
"1906 MARKET ST,Little Hollywood Launderette,MARKET,1,2,SW,UK,2002,""MARKET (37.77064100, -122.42540600)"""
"2 GOETTINGEN ST,UK,GOETTINGEN,1,2,SW,UK,2002,""GOETTINGEN (37.73112860, -122.40887449)"""
"200 WEST PORTAL AVE,Walgreens,WEST PORTAL,1,2,SW,UK,2002,""WEST PORTAL (37.73893208, -122.46839960)"""
"201 OCEAN AVE,Discovery Carpet and Flooring,OCEAN,1,2,SW,UK,2002,""OCEAN (37.72313300, -122.44139400)"""
"2023 MISSION ST,Mission Plaza,MISSION,1,2,SW,UK,2002,""MISSION (37.76442900, -122.41910400)"""
"203 OCTAVIA ST,Straw Carnival Fare,OCTAVIA,1,2,SW,UK,2002,""OCTAVIA (37.77399300, -122.42432300)"""
"2040 POLK ST,Molte Cose,POLK,1,2,SW,UK,2002,""POLK (37.79567800, -122.42149800)"""
"2040 UNION ST,Milvali Salon and Cosmetics?,UNION,1,2,SW,UK,2002,""UNION (37.79769700, -122.43296400)"""
"2041 MARKET ST,salon baobao,MARKET,1,2,SW,UK,2002,""MARKET (37.76819300, -122.42752700)"""
"2060 FILLMORE ST,Round Ground Coffee,FILLMORE,1,2,SW,UK,2002,""FILLMORE (37.78869800, -122.43358300)"""
"2083 UNION ST,Sephora,UNION,1,2,SW,UK,2002,""UNION (37.79708800, -122.43348500)"""
"2120 POLK ST,Walgreens,POLK,1,2,SW,UK,2002,""POLK (37.79637200, -122.42151000)"""
"2125 CHESTNUT ST,Apple Store,CHESTNUT,1,2,SW,UK,2002,""CHESTNUT (37.80032400, -122.43820200)"""
"2141 POLK ST,Street Restaurant,POLK,1,2,SW,UK,2002,""POLK (37.79648700, -122.42217300)"""
"2156 CHESTNUT ST,Peet's Coffee,CHESTNUT,1,2,SW,UK,2002,""CHESTNUT (37.80070600, -122.43885400)"""
"2159 FILBERT ST,S Factor,FILBERT,1,2,SW,UK,2002,""FILBERT (37.79783200, -122.43490800)"""
"2169 FOLSOM ST,multiple,FOLSOM,1,2,SW,UK,2002,""FOLSOM (37.76282200, -122.41465800)"""
"2195 FILLMORE ST,Browser Books,FILLMORE,1,2,SW,UK,2002,""FILLMORE (37.78959800, -122.43428600)"""
"2200 OFARRELL ST,Kaiser,O'FARRELL,1,2,SW,UK,2002,""O'FARRELL (37.78246242, -122.44112487)"""
"2208 POLK ST,Les Cent Culottes?,POLK,1,2,SW,UK,2002,""POLK (37.79716100, -122.42173600)"""
"2216 FILLMORE ST,Eileen Fisher,FILLMORE,1,2,SW,UK,2002,""FILLMORE (37.79010600, -122.43380200)"""
"2217 UNION ST,Chez Moi,UNION,1,2,SW,UK,2002,""UNION (37.79689600, -122.43585000)"""
"2222 TARAVAL ST,7-Eleven,TARAVAL,1,2,SW,UK,2002,""TARAVAL (37.74266600, -122.49004500)"""
"2225 FILLMORE ST,Cielo,FILLMORE,1,2,SW,UK,2002,""FILLMORE (37.79020900, -122.43438100)"""
"2257 MARKET ST,Peet's Coffee,MARKET,1,2,SW,UK,2002,""MARKET (37.76476400, -122.43184000)"""
"2301 HARRISON ST,multiple,HARRISON,1,2,SW,UK,2002,""HARRISON (37.76010000, -122.41237600)"""
"2312 MARKET ST,UK,MARKET,1,2,SW,UK,2002,""MARKET (37.76399200, -122.43379700)"""
"2312 VICENTE ST,Living Waters Fellowship,VICENTE,1,2,SW,UK,2002,""VICENTE (37.73881500, -122.49183200)"""
"2344 MARKET ST,UK,MARKET,1,2,SW,UK,2002,""MARKET (37.76362900, -122.43429400)"""
"2367 MARKET ST,Bisou French Bistro,MARKET,1,2,SW,UK,2002,""MARKET (37.76283900, -122.43435200)"""
"2400 FOLSOM ST,UK,FOLSOM,1,2,SW,UK,2002,""FOLSOM (37.75873900, -122.41503000)"""
"2404 27TH AVE,vacant,27TH AVE,1,2,SW,UK,2002,""27TH AVE (37.74243416, -122.48406900)"""
"2435 MISSION ST,office building,MISSION,1,2,SW,UK,2002,""MISSION (37.75806200, -122.41864200)"""
"2449 BALBOA ST,Balboa Bi-Rite,BALBOA,1,2,SW,UK,2002,""BALBOA (37.77607100, -122.48524300)"""
"2543 24TH ST,J&E,24TH ST,1,2,SW,UK,2002,""24TH ST (37.75285141, -122.40503993)"""
"2568 JONES ST,Bimbo's 365 Club,JONES,1,2,SW,UK,2002,""JONES (37.80502300, -122.41659700)"""
"2574 SAN BRUNO AVE,North East Medical Services,SAN BRUNO,1,2,SW,UK,2002,""SAN BRUNO (37.72902500, -122.40448000)"""
"2600 18TH ST,Cooactive Health Communications,18TH ST,1,2,SW,UK,2002,""18TH ST (37.76213600, -122.40847900)"""
"2601 MARIPOSA ST,UK,MARIPOSA,1,2,SW,UK,2002,""MARIPOSA (37.76261100, -122.40971900)"""
"2699 19TH AVE,Sava Pool,19TH AVE,1,2,SW,UK,2002,""19TH AVE (37.73836627, -122.47590099)"""
"2701 17TH ST,BoomBotix (CLOSED),17TH ST,1,2,SW,UK,2002,""17TH ST (37.76408775, -122.41082772)"""
"2717 JUDAH ST,Cloud Rest Healing Center,JUDAH,1,2,SW,UK,2002,""JUDAH (37.76082400, -122.49127200)"""
"2727 MARIPOSA ST,Bay Area Video Coalition / Starbucks,MARIPOSA,1,2,SW,UK,2002,""MARIPOSA (37.76268700, -122.41073500)"""
"2733 MISSION ST,Smoke Time,MISSION,1,2,SW,UK,2002,""MISSION (37.75326600, -122.41818300)"""
"2778 24TH ST,Casa Sanchez,24TH ST,1,2,SW,UK,2002,""24TH ST (37.75310691, -122.40780565)"""
"2794 CALIFORNIA ST,Cal-Divis Marketplace,CALIFORNIA,1,2,SW,UK,2002,""CALIFORNIA (37.78834200, -122.44029700)"""
"2799 24TH ST,Brava Theatre / vacant,24TH ST,1,2,SW,UK,2002,""24TH ST (37.75264806, -122.40802206)"""
"28 WEST PORTAL AVE,Noah's Bagel,WEST PORTAL,1,2,SW,UK,2002,""WEST PORTAL (37.74067800, -122.46641600)"""
"2801 BRYANT ST,ABC Market,BRYANT,1,2,SW,UK,2002,""BRYANT (37.74959800, -122.40882400)"""
"2834 DIAMOND ST,La Corneta Taqueria,DIAMOND,1,2,SW,UK,2002,""DIAMOND (37.73405900, -122.43424400)"""
"2885 DIAMOND ST,Bello Coffee and Tea,DIAMOND,1,2,SW,UK,2002,""DIAMOND (37.73377100, -122.43383700)"""
"290 DOLORES ST,First Mennonite Church of San Francisco?,DOLORES,1,2,SW,UK,2002,""DOLORES (37.76485400, -122.42669600)"""
"2900 HARRISON ST,Cycle Gear,HARRISON,1,2,SW,UK,2002,""HARRISON (37.75105100, -122.41178800)"""
"2929 19TH ST,Mission Language and Vocational,19TH ST,1,2,SW,UK,2002,""19TH ST (37.76012400, -122.41136400)"""
